Item,Title,csv
rearrests,Rearrests of Juvenile Felons,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/rearrests.csv
respiratory,Respiratory Illness Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/respiratory.csv
roomwidth,Students Estimates of Lecture Room Width,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/roomwidth.csv
schizophrenia,Age of Onset of Schizophrenia Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/schizophrenia.csv
schizophrenia2,Schizophrenia Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/schizophrenia2.csv
schooldays,Days not Spent at School,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/schooldays.csv
skulls,Egyptian Skulls,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/skulls.csv
smoking,Nicotine Gum and Smoking Cessation,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/smoking.csv
students,Student Risk Taking,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/students.csv
suicides,Crowd Baiting Behaviour and Suicides,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/suicides.csv
toothpaste,Toothpaste Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/toothpaste.csv
voting,House of Representatives Voting Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/voting.csv
water,Mortality and Water Hardness,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/water.csv
watervoles,Water Voles Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/watervoles.csv
waves,Electricity from Wave Power at Sea,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/waves.csv
weightgain,Gain in Weight of Rats,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/weightgain.csv
womensrole,Womens Role in Society,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/HSAUR/womensrole.csv
Bechtoldt,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Bechtoldt.csv
Bechtoldt.1,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Bechtoldt.1.csv
Bechtoldt.2,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Bechtoldt.2.csv
Dwyer,8 cognitive variables used by Dwyer for an example.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Dwyer.csv
Gleser,"Example data from Gleser, Cronbach and Rajaratnam (1965) to show basic principles of generalizability theory.",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Gleser.csv
Gorsuch,Example data set from Gorsuch (1997) for an example factor extension.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Gorsuch.csv
Harman.5,5 socio-economic variables from Harman (1967),https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Harman.5.csv
Harman.8,"Correlations of eight physical variables (from Harman, 1966)",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Harman.8.csv
Harman.political,Eight political variables used by Harman (1967) as example 8.17,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Harman.political.csv
Holzinger,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Holzinger.csv
Holzinger.9,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Holzinger.9.csv
Reise,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Reise.csv
Schmid,12 variables created by Schmid and Leiman to show the Schmid-Leiman Transformation,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Schmid.csv
Thurstone,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Thurstone.csv
Thurstone.33,Seven data sets showing a bifactor solution.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Thurstone.33.csv
Tucker,9 Cognitive variables discussed by Tucker and Lewis (1973),https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/Tucker.csv
ability,16 ability items scored as correct or incorrect.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/ability.csv
affect,Two data sets of affect and arousal scores as a function of personality and movie conditions,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/affect.csv
bfi,25 Personality items representing 5 factors,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/bfi.csv
bfi.dictionary,25 Personality items representing 5 factors,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/bfi.dictionary.csv
blot,Bond's Logical Operations Test - BLOT,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/blot.csv
burt,11 emotional variables from Burt (1915),https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/burt.csv
cities,Distances between 11 US cities,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/cities.csv
cubits,Galton's example of the relationship between height and 'cubit' or forearm length,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/cubits.csv
cushny,"A data set from Cushny and Peebles (1905) on the effect of three drugs on hours of sleep, used by Student (1908)",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/cushny.csv
epi,Eysenck Personality Inventory (EPI) data for 3570 participants,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/epi.csv
epi.bfi,13 personality scales from the Eysenck Personality Inventory and Big 5 inventory,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/epi.bfi.csv
epi.dictionary,Eysenck Personality Inventory (EPI) data for 3570 participants,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/epi.dictionary.csv
galton,Galton's Mid parent child height data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/galton.csv
heights,A data.frame of the Galton (1888) height and cubit data set.,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/heights.csv
income,US family income from US census 2008,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/income.csv
iqitems,16 multiple choice IQ items,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/iqitems.csv
msq,75 mood items from the Motivational State Questionnaire for 3896 participants,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/msq.csv
neo,NEO correlation matrix from the NEO_PI_R manual,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/neo.csv
peas,Galton's Peas,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/peas.csv
sat.act,"3 Measures of ability: SATV, SATQ, ACT",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/sat.act.csv
withinBetween,An example of the distinction between within group and between group correlations,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/psych/withinBetween.csv
Bosco,Boscovich Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/quantreg/Bosco.csv
CobarOre,Cobar Ore data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/quantreg/CobarOre.csv
Mammals,Garland(1983) Data on Running Speed of Mammals,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/quantreg/Mammals.csv
barro,Barro Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/quantreg/barro.csv
engel,Engel Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/quantreg/engel.csv
uis,UIS Drug Treatment study data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/quantreg/uis.csv
dietox,Growth curves of pigs in a 3x3 factorial experiment,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/dietox.csv
koch,Ordinal Data from Koch,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/koch.csv
ohio,Ohio Children Wheeze Status,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/ohio.csv
respdis,Clustered Ordinal Respiratory Disorder,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/respdis.csv
respiratory,Data from a clinical trial comparing two treatments for a respiratory illness,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/respiratory.csv
seizure,Epiliptic Seizures,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/seizure.csv
sitka89,Growth of Sitka Spruce Trees,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/sitka89.csv
spruce,Log-size of 79 Sitka spruce trees,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/geepack/spruce.csv
liver,Liver related laboratory data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/texmex/liver.csv
portpirie,"Rain, wavesurge and portpirie datasets.",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/texmex/portpirie.csv
rain,"Rain, wavesurge and portpirie datasets.",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/texmex/rain.csv
summer,"Air pollution data, separately for summer and winter months",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/texmex/summer.csv
wavesurge,"Rain, wavesurge and portpirie datasets.",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/texmex/wavesurge.csv
winter,"Air pollution data, separately for summer and winter months",https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/texmex/winter.csv
arthritis,Rheumatoid Arthritis Clinical Trial,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/multgee/arthritis.csv
housing,Homeless Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/multgee/housing.csv
bmw,Daily Log Returns on BMW Share Price,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/evir/bmw.csv
danish,Danish Fire Insurance Claims,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/evir/danish.csv
nidd.annual,The River Nidd Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/evir/nidd.annual.csv
nidd.thresh,The River Nidd Data,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/evir/nidd.thresh.csv
siemens,Daily Log Returns on Siemens Share Price,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/evir/siemens.csv
sp.raw,SP Data to June 1993,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/evir/sp.raw.csv
spto87,SP Return Data to October 1987,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/evir/spto87.csv
Dyestuff,Yield of dyestuff by batch,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/Dyestuff.csv
Dyestuff2,Yield of dyestuff by batch,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/Dyestuff2.csv
InstEval,University Lecture/Instructor Evaluations by Students at ETH,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/InstEval.csv
Pastes,Paste strength by batch and cask,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/Pastes.csv
Penicillin,Variation in penicillin testing,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/Penicillin.csv
VerbAgg,Verbal Aggression item responses,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/VerbAgg.csv
cake,Breakage Angle of Chocolate Cakes,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/cake.csv
cbpp,Contagious bovine pleuropneumonia,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/cbpp.csv
grouseticks,Data on red grouse ticks from Elston et al. 2001,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/grouseticks.csv
sleepstudy,Reaction times in a sleep deprivation study,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/lme4/sleepstudy.csv
